ph,turbidity,solids,chloramines,sulfate,conductivity,organic_carbon,hardness,temperature,dissolved_oxygen,potability
7.482,0.801,17331.502,6.0,420.215,416.701,17.609,206.577,25.093,8.496,1
7.899,3.989,19089.303,3.308,246.058,320.859,8.25,204.521,10.003,7.239,1
6.16,1.316,9449.604,4.775,212.901,243.162,9.056,125.031,26.649,7.948,1
6.005,5.972,11573.386,7.913,219.507,304.463,16.651,233.563,23.605,8.788,0
8.714,6.657,17104.398,2.261,389.48,330.63,8.271,113.517,23.01,9.796,0
7.201,1.433,20818.582,8.963,223.341,376.76,6.534,194.928,30.066,7.914,1
6.477,1.731,19003.471,3.752,319.771,445.48,11.054,159.708,21.409,10.891,1
6.479,3.726,11982.641,5.502,236.556,470.075,8.53,156.463,26.362,6.98,1
6.451,6.092,15962.347,7.658,158.341,355.912,20.894,222.043,16.755,9.783,0
6.391,4.041,27326.949,8.269,341.609,595.155,15.989,189.823,14.194,8.449,0
5.817,2.205,21037.679,6.04,358.755,360.44,9.908,58.362,19.527,4.105,0
5.6,0.961,16443.535,3.711,207.258,171.425,7.994,179.118,21.181,9.945,1
6.905,9.229,10832.061,3.534,261.791,363.649,14.024,168.642,26.179,5.747,1
6.507,4.11,12863.088,3.95,273.246,410.659,17.844,259.159,16.635,6.952,0
8.207,10.528,17542.837,8.879,302.836,110.0,13.809,121.668,31.74,8.972,0
7.393,4.535,19293.656,4.334,432.56,549.88,8.22,295.431,17.4,6.06,0
7.365,9.636,21176.162,5.747,237.471,393.111,6.035,237.12,22.489,7.272,0
6.357,1.6,20021.906,3.012,236.946,266.712,10.799,174.708,23.067,8.583,1
6.979,1.703,15093.464,2.787,250.098,289.784,13.921,166.962,24.736,5.92,1
7.461,2.671,14177.818,5.153,184.912,496.407,10.383,154.895,25.615,6.975,1
7.816,1.493,30805.428,4.451,118.616,511.071,17.035,207.565,36.12,6.764,1
7.006,0.679,13882.962,4.597,276.37,327.148,14.872,146.668,19.505,9.135,0
8.179,1.855,9103.926,2.142,309.819,242.365,13.568,183.546,24.814,10.223,1
7.108,4.49,6848.336,4.953,265.208,420.706,14.784,130.237,22.515,5.42,1
7.893,1.073,15204.272,8.199,259.67,442.729,6.249,229.202,28.701,7.54,1
6.61,1.188,23609.895,3.394,188.608,472.832,10.258,199.321,25.603,6.457,1
5.287,1.954,13756.34,6.895,286.454,337.425,7.819,164.261,24.275,7.456,0
7.368,1.351,27103.845,0.5,279.438,390.348,14.23,176.704,14.336,10.58,1
7.825,2.046,17452.67,3.495,305.366,407.417,7.887,151.891,20.372,8.084,1
7.675,2.825,24712.127,1.279,292.512,521.017,12.869,207.231,17.336,6.387,1
7.522,1.143,12574.813,7.572,298.474,564.516,11.76,120.972,20.406,4.937,0
6.751,1.992,12675.591,6.858,377.096,597.083,15.2,239.607,18.21,9.198,1
6.293,3.021,18091.797,3.031,313.637,561.298,7.115,199.531,19.995,6.573,0
7.652,1.545,20636.605,5.679,305.852,622.615,14.533,165.324,20.616,6.003,0
7.526,0.96,16336.778,7.503,116.887,526.579,7.687,222.323,20.717,7.947,1
6.539,1.644,19401.025,7.814,354.547,334.278,8.161,211.374,21.293,8.442,1
8.209,2.305,21325.159,4.288,239.682,589.021,11.858,132.49,17.617,6.737,0
6.217,0.642,8266.713,0.682,271.733,239.83,17.874,261.905,23.215,5.697,1
6.516,4.538,15283.907,3.303,156.803,688.736,8.713,52.69,17.769,9.863,0
8.736,2.404,14128.564,6.632,442.639,287.972,4.5,249.925,19.527,8.63,0
7.969,1.652,14444.206,9.298,80.0,511.518,8.246,181.027,22.709,9.177,1
6.742,0.752,20144.705,4.991,391.49,578.31,10.767,244.48,8.027,6.757,1
7.387,4.138,14218.869,3.886,301.139,460.115,20.911,269.223,37.451,5.907,0
7.255,6.702,4466.995,9.899,103.05,158.958,14.247,166.49,26.044,6.441,0
4.5,1.919,15962.629,5.911,438.094,291.247,9.11,169.074,24.855,4.657,0
6.194,9.93,10581.361,2.644,308.67,447.818,11.864,207.305,19.973,6.798,0
7.049,2.916,20726.158,4.862,80.0,481.275,19.569,127.65,23.545,6.184,0
6.743,2.997,22737.03,7.1,229.091,383.545,11.418,171.758,15.983,7.26,1
7.347,5.436,3363.612,4.959,310.434,413.92,11.472,167.088,25.843,7.488,1
8.229,4.292,12467.492,6.689,410.625,228.732,10.676,124.762,13.234,7.563,0
6.778,1.067,19796.925,1.89,230.214,617.922,15.632,164.197,15.64,6.346,1
6.042,1.861,8342.312,2.232,80.0,359.648,10.136,231.418,18.882,5.261,0
7.425,6.079,22587.296,3.63,389.017,499.651,16.425,227.448,31.757,4.804,0
6.773,4.353,24320.557,4.536,307.347,573.427,17.282,180.254,16.609,7.752,1
6.944,9.989,16446.898,5.768,80.0,266.395,15.261,193.431,24.935,7.644,0
6.808,3.891,12469.575,6.374,294.129,420.362,11.491,173.269,11.036,4.894,0
9.342,4.458,2481.31,10.032,303.128,438.359,6.207,93.125,23.144,9.968,0
4.859,1.639,22791.164,3.623,237.399,374.034,11.492,134.082,33.064,8.903,0
6.712,6.632,30516.49,4.472,194.681,516.283,9.491,242.744,25.901,5.561,0
7.096,0.302,29171.733,3.679,213.173,324.931,8.994,255.848,10.976,7.878,1
6.319,3.392,16232.672,7.259,237.345,411.597,11.423,142.792,23.252,7.154,0
8.0,4.552,10397.607,7.368,295.151,360.493,14.657,251.55,20.309,7.874,0
7.913,3.709,22944.557,4.205,332.011,684.065,9.697,123.962,30.113,7.71,0
7.052,2.934,16675.353,9.231,82.434,325.464,6.313,161.557,22.419,8.609,1
6.829,2.691,20607.856,3.682,286.758,494.394,8.186,183.466,14.647,10.063,1
6.988,3.025,19467.886,7.16,306.475,620.597,20.107,174.975,22.209,7.939,1
6.995,1.225,18104.523,8.009,279.377,294.796,14.969,151.931,18.962,8.359,1
7.022,3.695,24185.34,2.377,230.587,416.44,8.19,196.971,10.471,10.037,1
6.912,1.655,24426.842,6.255,385.684,286.63,18.301,232.705,21.989,6.432,0
7.352,1.92,14102.53,0.5,379.274,163.45,11.42,110.044,23.026,5.72,1
7.853,1.103,11499.769,6.748,233.872,310.798,22.751,196.942,25.212,8.61,1
5.87,12.5,1800.0,2.897,257.938,336.556,13.679,243.07,28.902,5.199,0
6.049,3.51,15249.951,6.235,330.606,343.689,15.045,167.3,21.372,5.946,0
5.351,0.9,10393.386,6.61,374.023,369.043,16.268,159.922,14.293,10.109,0
7.966,3.249,20224.78,7.34,195.681,405.735,19.187,143.205,18.147,4.308,0
7.35,6.583,15316.865,6.88,176.073,261.384,10.524,300.019,22.892,7.945,1
7.605,3.666,16021.714,5.212,288.304,447.194,18.798,272.126,30.048,4.804,0
5.671,2.876,22777.78,4.339,169.496,550.6,9.693,173.781,23.023,8.139,0
8.885,1.542,20082.155,4.951,99.675,564.677,10.873,254.915,22.233,10.698,0
6.491,3.67,16741.515,2.868,195.268,373.779,12.54,161.065,21.629,5.577,1
7.268,5.054,28461.767,4.677,300.459,512.267,16.642,181.442,22.953,3.614,0
7.954,5.092,22297.968,4.519,397.057,323.28,11.014,131.703,34.081,8.042,0
6.113,3.424,14796.904,3.524,204.755,363.796,19.928,88.629,22.511,6.27,0
6.554,3.417,15086.854,1.618,254.437,452.823,18.469,158.09,21.471,7.069,1
7.279,7.319,22624.468,2.546,278.221,364.835,12.678,166.624,23.222,8.056,1
9.7,6.813,18818.497,0.5,209.869,253.331,8.153,213.462,19.077,8.413,0
7.401,2.576,10212.462,4.484,203.191,504.991,17.005,226.022,13.945,8.431,1
8.706,9.432,23315.633,5.821,293.474,305.568,3.07,183.252,12.908,7.351,0
8.306,0.915,25672.009,0.5,163.218,342.603,15.836,135.487,18.785,8.184,1
7.468,3.537,25179.028,5.573,199.77,531.987,8.793,153.813,29.851,7.062,0
6.111,3.797,27527.869,4.855,247.78,469.455,18.153,277.511,29.769,6.808,0
8.16,1.466,30949.788,2.746,292.409,426.133,6.264,224.603,16.527,7.371,1
5.602,0.737,28744.734,4.238,136.204,228.683,9.52,268.256,22.083,8.439,0
8.701,1.494,19714.302,7.202,253.881,265.404,14.472,287.733,23.763,6.235,0
7.3,5.76,16145.219,3.152,155.277,452.679,15.207,153.839,18.795,7.787,1
4.5,5.875,5607.589,5.258,206.843,480.604,9.683,235.11,30.59,6.574,0
6.759,4.865,17570.641,5.793,332.033,435.362,11.005,140.38,27.42,6.075,0
7.754,1.68,20874.384,3.456,258.723,348.151,16.787,246.832,25.093,9.293,1
6.863,5.925,17783.094,7.117,406.871,344.207,17.031,235.531,23.397,8.068,0
7.815,1.779,5226.564,5.908,258.863,430.9,10.917,73.726,13.934,8.085,1
6.25,3.694,15636.961,4.596,347.281,254.787,9.768,212.153,30.87,5.698,0
5.794,3.011,21694.658,9.826,332.556,416.003,6.339,142.889,26.367,6.956,0
7.029,2.231,10831.552,7.125,263.876,238.348,13.641,171.278,25.374,8.481,1
7.132,4.7,18576.993,1.728,153.17,278.685,16.157,153.717,18.72,8.07,1
6.752,5.36,20305.576,4.322,256.064,426.386,13.181,239.937,19.223,12.016,0
8.327,1.596,24766.79,10.033,219.714,474.988,8.338,152.407,25.868,7.796,0
6.25,3.146,28631.935,3.136,216.429,446.016,20.539,119.653,29.393,6.203,0
7.413,5.17,15044.131,5.233,278.245,271.256,3.035,145.584,33.004,6.617,0
7.168,0.2,18694.423,7.562,141.786,180.478,16.452,178.201,18.735,5.858,0
5.543,4.052,18897.95,6.405,190.723,404.002,13.475,212.563,22.079,6.237,0
5.781,5.244,21720.937,6.693,178.975,177.075,14.609,255.773,10.853,7.58,0
7.112,4.182,20993.12,6.575,243.391,518.331,8.959,218.248,8.725,6.565,0
9.081,4.325,26762.536,5.151,199.706,275.24,11.814,222.109,26.041,9.805,0
7.679,2.85,2346.571,3.515,205.294,673.103,13.82,230.617,18.051,8.986,1
5.374,4.999,20217.137,5.97,276.514,289.561,12.114,234.954,11.555,8.955,0
4.5,1.039,20668.172,4.294,227.117,460.554,4.428,246.836,16.255,6.947,0
7.833,1.502,15971.01,4.137,265.409,316.607,20.206,327.78,24.988,9.045,1
7.004,4.272,2783.937,8.065,170.166,384.819,15.426,234.048,25.227,9.242,0
8.241,5.011,17103.525,4.338,194.584,427.077,12.656,205.758,13.504,10.273,1
6.219,6.611,12881.355,8.512,438.47,508.235,12.946,164.413,30.171,6.426,0
7.45,8.529,28406.71,5.614,205.721,527.342,20.077,207.047,18.965,7.421,0
7.946,1.699,19939.394,4.782,85.954,492.278,9.158,253.463,24.594,6.048,0
6.653,1.205,12329.349,1.465,294.081,529.516,8.143,122.995,23.218,12.151,1
6.674,5.67,4157.807,9.34,204.823,331.066,16.325,259.222,22.933,7.037,0
7.125,2.154,21339.015,5.088,285.727,482.856,14.582,166.529,17.566,9.696,1
7.643,2.937,22024.97,0.558,257.39,364.093,7.956,177.244,22.859,7.682,1
7.086,5.285,16097.45,7.075,311.739,523.347,17.399,218.698,24.562,8.983,0
8.074,3.532,21423.891,5.0,256.532,418.869,13.827,161.031,21.844,7.374,1
6.638,4.891,15236.242,3.237,245.743,479.431,8.459,215.235,23.585,9.062,1
5.772,1.566,24436.899,6.962,362.573,439.977,14.706,126.631,29.391,7.897,0
9.077,3.831,23952.451,0.5,80.0,496.245,14.033,238.178,20.267,10.469,0
6.495,3.774,6846.985,3.672,152.334,308.082,12.104,200.779,26.789,7.951,1
6.532,6.534,8431.253,4.501,194.867,216.37,14.229,189.798,21.78,6.1,0
7.034,7.52,30703.331,6.804,121.108,523.676,15.318,205.108,31.262,8.333,0
7.167,2.116,23559.276,9.581,224.252,566.399,16.614,188.892,14.845,7.417,0
6.713,1.336,9294.523,4.61,215.863,391.092,12.983,214.286,30.562,5.624,1
7.083,5.092,7292.53,6.02,347.85,502.332,11.282,178.6,19.916,8.083,1
7.06,0.668,18850.518,10.597,257.497,209.483,13.576,174.003,35.248,6.29,0
7.275,5.338,10074.95,5.109,246.894,330.415,17.859,92.762,25.525,6.976,1
4.743,5.623,15441.402,6.036,232.714,414.835,15.335,265.068,27.931,7.474,0
8.981,1.983,17192.685,2.625,175.58,196.768,11.03,126.034,22.067,3.751,1
6.953,0.208,16912.15,9.018,340.717,221.461,12.75,278.85,26.948,6.624,1
7.681,6.031,24822.499,3.674,367.857,423.954,19.995,176.672,26.946,9.063,0
5.722,7.87,29425.916,5.637,161.966,332.318,15.872,256.964,22.174,7.054,0
6.629,7.519,14387.034,5.58,402.705,363.399,13.183,247.322,27.433,3.977,0
6.428,7.681,10150.715,5.271,207.966,356.244,17.632,242.923,6.0,7.253,1
8.57,0.966,20027.5,4.231,201.036,250.971,10.056,192.554,19.264,8.269,1
6.514,3.216,28104.621,5.583,305.187,378.897,13.98,124.294,23.124,6.864,0
7.858,3.757,14879.101,8.615,312.774,403.356,20.94,179.989,25.911,6.922,0
6.45,3.359,23027.333,9.662,258.943,335.075,15.441,172.704,28.638,6.597,0
6.647,4.927,12058.619,4.75,235.566,344.823,19.794,184.381,21.534,8.517,1
6.854,1.261,17638.264,4.201,364.65,380.523,12.123,122.477,20.735,5.92,1
8.384,0.648,9947.375,3.482,212.02,503.371,10.357,174.254,28.055,8.383,1
5.21,0.449,17570.408,10.472,259.155,393.665,17.721,45.0,29.679,6.918,0
5.784,6.118,16743.043,5.358,408.972,173.841,4.273,173.483,27.291,9.656,0
5.153,0.956,21452.799,7.33,151.348,261.737,13.311,196.919,22.112,6.526,0
6.012,3.343,29057.4,6.493,226.015,516.818,17.139,146.995,37.782,5.401,0
6.288,1.909,14972.18,9.517,352.136,322.727,15.031,175.142,23.46,8.514,1
5.486,1.981,4501.761,4.605,309.88,394.382,3.039,198.942,24.255,8.287,1
6.366,2.64,16186.325,2.886,340.991,635.987,6.443,245.704,32.471,8.141,1
5.085,2.052,19445.565,8.819,152.555,480.818,11.985,248.005,31.863,8.924,0
6.082,0.65,18812.351,6.907,292.295,147.201,14.637,206.796,27.104,5.597,0
8.3,2.641,16476.752,6.013,240.757,578.389,14.814,188.384,17.77,5.981,0
7.504,1.595,27170.147,8.17,458.155,422.958,12.472,209.535,23.653,9.775,1
7.287,1.528,18385.395,6.127,333.797,449.316,15.786,288.997,26.001,8.184,1
6.097,9.37,16818.824,8.24,263.103,441.5,14.466,217.582,34.322,6.58,0
5.564,0.816,12444.91,5.593,289.301,514.603,11.921,204.334,38.0,4.226,0
5.961,2.545,6146.381,6.904,269.614,395.431,14.919,249.009,19.526,5.16,1
7.057,3.558,19640.008,6.153,324.416,227.212,9.586,192.642,27.945,5.677,1
7.968,9.377,19095.216,4.449,192.214,443.823,15.366,143.065,18.273,6.39,0
8.002,1.143,10614.352,4.689,381.043,239.182,8.689,215.254,22.276,7.95,1
7.731,7.26,17211.58,4.314,152.398,622.991,14.694,199.369,17.969,4.942,0
6.362,2.626,16564.966,5.631,282.429,361.543,14.583,177.977,32.682,6.45,0
7.125,2.701,13440.747,4.188,194.936,398.791,11.155,219.905,24.379,5.126,1
6.779,4.728,12343.48,5.972,268.64,323.877,15.357,90.31,24.702,6.642,0
6.899,8.024,20133.031,5.904,348.982,445.7,19.442,160.264,23.286,11.692,0
9.137,2.039,16032.224,5.51,119.451,459.524,7.91,141.672,25.183,9.541,0
5.338,3.752,13658.542,5.545,250.594,323.556,16.794,147.383,25.381,8.432,0
6.865,3.389,11899.132,3.968,142.621,459.368,17.389,181.531,19.026,6.46,0
8.312,3.27,16655.097,4.536,241.252,413.127,11.567,139.949,13.211,5.462,0
5.634,5.302,23509.143,1.759,142.397,393.496,16.104,282.233,15.301,7.244,1
6.456,1.692,18843.16,4.86,278.752,314.815,11.354,214.842,13.658,4.604,1
6.571,2.272,15958.707,3.128,228.776,682.727,18.153,146.31,24.13,8.567,1
6.877,0.669,19505.188,5.3,328.505,546.935,1.5,94.276,18.264,7.043,1
5.504,4.47,26368.503,3.671,369.427,492.404,19.002,157.911,28.685,7.35,0
7.695,3.159,20687.691,0.999,265.905,540.178,7.495,171.866,24.396,4.404,0
7.766,7.892,19191.306,9.605,340.961,440.989,12.905,155.078,12.355,7.49,0
7.608,1.12,21650.442,4.637,382.509,363.08,8.837,329.837,20.619,6.97,1
6.23,10.15,16472.911,7.994,186.621,110.0,19.234,99.019,10.687,5.678,0
7.187,5.003,18696.441,4.046,386.974,258.722,11.469,192.807,16.364,7.804,1
6.201,4.853,14321.79,8.496,261.86,664.803,10.061,182.854,20.156,6.683,0
6.767,1.871,7421.403,2.797,181.838,544.224,17.541,176.298,17.517,7.93,1
9.253,2.457,19728.433,5.452,290.369,429.278,15.795,83.334,33.933,8.513,0
7.196,2.144,19753.421,2.915,258.872,215.696,10.999,187.647,27.343,5.447,1
5.912,6.964,15629.866,10.301,145.404,481.173,8.04,199.922,21.099,7.593,1
7.28,0.563,24232.837,4.601,171.411,371.635,7.432,229.033,31.276,7.559,1
5.748,2.742,12809.578,6.757,404.172,488.755,18.238,216.577,17.348,9.639,0
5.901,2.921,5986.001,6.001,288.679,271.57,14.385,257.004,21.073,8.914,1
6.059,2.084,12968.747,5.049,390.953,346.206,13.28,77.458,27.953,6.773,0
6.656,1.389,7483.895,6.135,229.591,511.214,14.715,177.077,16.529,6.634,1
8.037,0.279,19697.236,7.818,196.862,636.338,3.731,327.748,26.973,7.669,0
7.678,2.777,12611.494,6.436,121.918,325.987,11.04,248.305,24.698,5.377,0
7.623,4.462,23900.48,5.425,347.278,285.047,11.159,110.061,26.411,5.647,0
6.001,3.161,23764.692,6.139,299.904,527.746,16.916,194.848,33.425,6.558,0
6.559,1.39,11487.668,8.93,230.359,253.81,5.889,132.392,25.642,3.113,0
7.372,2.944,12247.305,4.266,197.624,262.437,17.241,166.265,23.731,5.619,1
6.472,7.955,20973.858,1.392,360.784,436.912,20.575,299.981,14.315,6.802,0
6.822,1.755,23868.959,2.907,249.931,655.282,4.764,242.717,24.22,12.361,1
7.541,3.509,4417.966,3.056,250.845,303.146,12.575,106.403,20.216,6.241,1
6.751,3.875,19330.861,3.337,213.934,360.629,14.747,147.913,22.286,8.588,1
7.326,0.878,3215.661,3.406,230.366,418.356,16.429,190.045,20.254,7.043,1
8.693,2.367,13934.645,5.053,311.76,348.274,2.76,175.462,25.851,8.192,1
6.928,2.389,24608.769,5.595,144.603,192.98,14.019,207.228,17.254,5.451,0
8.279,3.069,36000.0,5.573,271.863,501.235,11.516,147.41,24.23,4.618,0
7.659,6.809,15947.645,3.639,346.225,427.359,11.225,169.858,16.959,9.879,1
5.633,1.082,9393.747,7.088,257.796,449.024,21.811,146.77,12.567,5.006,0
5.998,7.094,14162.301,6.169,354.609,387.996,11.53,169.781,21.018,10.071,0
6.266,4.699,17929.453,8.263,378.951,586.581,14.524,228.715,25.691,6.732,0
6.245,10.334,13143.432,6.794,341.804,344.455,11.959,206.321,18.493,5.911,0
7.01,0.397,11488.646,4.401,219.333,275.754,13.586,151.428,23.792,6.47,1
7.715,0.2,14725.475,7.711,261.988,604.645,14.987,252.277,20.895,10.284,1
8.355,12.5,20071.252,5.647,294.39,141.166,16.52,248.505,16.995,6.143,1
7.408,0.841,16398.842,6.696,225.071,386.544,9.004,189.939,26.232,6.712,1
6.654,1.479,11769.582,6.541,222.236,395.939,13.187,175.806,19.222,9.155,1
5.018,1.491,13144.594,4.851,217.118,391.254,13.346,286.94,25.173,8.253,0
7.171,4.544,14809.919,5.307,460.0,218.855,5.084,278.381,14.531,11.139,1
7.126,2.529,11003.728,4.837,241.957,262.795,8.209,106.677,23.794,9.498,1
7.283,1.685,12903.558,3.394,355.837,519.959,16.509,255.686,26.618,6.147,0
9.206,9.123,21683.634,0.811,191.101,571.241,10.423,284.808,25.04,9.745,0
8.341,0.322,16002.914,3.712,409.651,354.923,24.254,226.115,28.177,3.94,0
7.885,5.956,6102.335,5.498,232.822,293.32,16.834,164.319,26.744,8.786,0
6.138,2.87,24162.167,7.271,269.503,190.825,14.533,170.987,24.735,6.222,0
6.587,1.659,20208.679,6.692,109.219,517.868,19.297,284.084,27.907,8.472,0
7.005,1.835,8509.636,4.541,359.911,524.958,15.977,235.948,20.832,10.934,1
6.325,2.333,15125.036,3.74,378.324,110.0,13.329,220.099,26.023,4.393,0
7.6,1.509,12351.358,4.74,164.082,114.131,6.136,318.303,23.126,9.061,0
7.457,5.326,21899.887,3.15,364.858,421.418,15.494,134.576,33.734,8.912,0
6.012,2.18,15084.261,0.869,151.331,436.942,18.785,185.009,24.586,8.588,1
8.297,4.809,17026.973,2.01,318.726,347.721,9.832,200.45,15.544,5.636,0
7.202,1.859,16270.236,7.849,240.523,401.046,4.283,178.363,24.468,7.239,1
5.371,3.464,7879.126,8.815,378.582,375.331,7.688,88.78,17.483,5.667,0
7.049,3.463,26635.075,6.608,286.181,408.171,20.416,245.213,27.225,8.174,0
7.381,3.046,21805.145,4.984,344.175,296.891,12.861,148.683,27.33,5.052,0
8.073,7.245,12642.007,2.314,370.209,403.53,19.069,147.698,19.467,6.613,0
6.763,7.733,18747.102,4.778,240.262,324.076,12.586,170.252,16.981,8.534,0
7.928,5.134,23831.766,6.324,262.543,314.075,10.266,177.337,23.77,6.081,0
7.287,6.294,17862.317,6.76,170.55,180.973,22.106,183.317,17.757,6.687,0
5.785,4.942,27618.902,6.478,239.498,383.935,10.828,243.004,18.137,5.768,0
5.685,2.056,36000.0,7.519,428.801,501.357,11.379,254.287,20.065,7.862,0
8.223,2.694,16680.209,8.986,329.242,365.93,14.573,175.736,26.621,7.152,0
8.296,0.4,13713.557,4.29,176.209,362.582,11.195,157.102,14.393,6.081,1
7.423,1.303,11068.84,10.711,403.673,555.686,16.002,182.937,18.624,6.265,0
8.596,0.847,3111.765,1.06,298.065,527.998,14.507,140.849,36.913,7.685,0
8.157,1.647,25612.943,3.543,335.586,613.15,14.685,188.44,34.332,5.495,0
7.784,3.668,15202.29,5.5,306.695,675.85,9.725,137.963,30.017,7.32,0
6.189,1.995,23189.812,6.198,300.679,412.138,5.019,306.997,23.254,7.46,0
8.831,5.504,24496.939,4.737,95.194,266.14,8.755,197.035,27.362,7.681,0
7.636,1.349,10473.694,4.108,359.092,342.463,9.152,160.419,20.769,6.445,0
6.714,4.652,11449.708,9.505,80.0,473.76,13.817,228.822,7.312,8.489,1
6.432,1.244,28840.465,4.013,351.359,577.813,8.832,122.237,19.693,9.131,1
7.357,6.904,17044.577,3.061,273.463,279.136,5.906,150.864,20.251,8.565,1
5.429,1.347,13208.131,8.482,336.014,435.633,7.34,213.309,23.164,7.778,0
7.8,4.182,10706.374,6.798,278.464,309.857,14.244,197.446,25.801,4.832,0
6.146,1.687,16580.537,7.289,353.719,387.401,15.593,247.682,32.575,10.416,1
7.471,8.514,27301.314,5.492,266.373,385.606,10.22,45.0,23.184,7.505,0
6.578,8.28,21955.347,2.348,288.879,450.742,10.7,234.997,17.18,7.961,1
6.836,4.081,18681.455,5.269,299.405,648.879,15.263,160.115,21.864,6.131,0
6.343,4.024,27825.386,2.073,424.685,462.011,13.245,125.636,26.736,7.013,0
6.939,5.226,26572.539,5.585,316.023,353.42,17.837,95.227,22.349,9.523,0
8.989,4.598,19671.794,6.407,153.068,333.615,11.791,159.438,18.34,8.809,0
8.485,5.717,35544.778,7.251,217.062,382.099,8.759,277.449,26.043,6.84,1
7.454,1.319,15891.749,4.915,315.83,300.397,17.389,243.301,16.372,10.15,1
7.075,3.047,24637.185,6.596,372.078,421.758,11.099,279.89,17.904,5.583,0
7.944,1.795,14945.522,3.292,203.615,115.652,8.951,183.739,25.413,4.374,0
8.23,8.196,23368.515,7.033,455.39,379.657,16.518,195.873,18.446,3.928,0
6.27,0.988,15885.483,6.449,279.926,389.159,19.022,103.14,20.955,8.831,1
7.023,9.164,20498.894,3.499,300.748,265.722,13.325,103.13,23.092,6.147,0
5.278,3.088,33035.883,6.161,158.404,359.143,7.981,181.94,22.757,7.147,0
8.223,5.778,23687.037,7.279,359.816,539.39,19.407,114.31,17.387,9.37,0
9.165,1.98,20599.467,5.257,227.108,548.046,14.195,142.853,24.908,7.992,0
7.18,0.909,12464.432,3.455,201.6,341.023,13.489,192.38,17.678,5.265,1
4.975,7.981,18723.487,5.456,238.039,467.818,10.682,259.979,32.574,10.324,0
7.709,4.346,10947.984,6.205,382.536,225.18,17.584,190.541,20.672,6.876,0
6.196,1.077,23265.346,3.44,304.588,369.461,7.512,115.183,26.526,7.287,1
6.437,2.787,23102.205,3.085,189.428,432.697,7.083,89.801,27.252,6.117,0
7.727,2.626,16332.37,6.143,219.918,588.231,21.025,196.595,20.942,5.392,0
7.355,4.239,28312.958,6.747,384.813,548.136,8.619,155.4,17.391,7.815,0
6.612,1.314,27398.824,9.4,244.908,430.072,16.819,196.389,27.232,4.805,0
6.45,1.054,18472.703,6.431,312.635,295.617,18.703,178.77,14.749,7.25,1
7.226,3.363,21175.822,2.682,333.438,568.022,13.446,186.126,15.635,10.254,1
6.691,1.385,13675.028,9.18,80.0,364.165,8.535,256.087,26.52,8.752,1
5.991,8.148,15730.827,7.21,372.473,458.819,15.334,247.95,21.835,7.765,1
6.767,5.402,10492.95,1.089,192.55,390.297,18.763,210.287,18.9,5.423,0
7.44,5.293,14390.81,3.039,234.35,644.069,14.041,140.764,20.108,7.291,1
6.922,0.389,16821.472,4.117,395.842,331.795,9.141,159.681,18.386,5.967,0
5.686,2.047,6707.613,6.776,387.989,514.95,13.877,231.979,35.651,9.996,0
8.089,2.404,21249.291,0.5,306.886,394.631,6.269,261.577,28.907,6.547,1
4.5,1.193,24143.834,4.862,326.917,473.293,8.119,119.945,18.219,5.985,0
6.654,4.61,17448.535,6.662,348.127,599.401,11.336,274.014,21.187,7.008,0
6.48,4.181,1800.0,0.5,386.559,164.451,12.777,147.114,26.462,5.993,0
7.248,5.145,15855.547,6.594,397.381,397.153,7.091,226.783,17.34,7.824,1
7.662,6.209,8442.99,6.834,274.155,297.712,13.624,340.0,19.759,10.678,1
8.227,5.997,13537.476,3.407,202.327,458.488,14.847,102.566,21.271,7.413,0
6.388,12.5,26937.586,2.793,243.312,487.96,11.534,217.786,17.888,5.739,0
7.687,2.972,1800.0,3.375,275.812,348.543,2.788,172.733,29.359,7.116,1
7.296,2.595,12193.644,0.5,260.489,342.354,12.97,214.598,18.857,5.112,1
5.388,4.567,22892.202,4.448,178.961,429.457,20.667,155.956,22.325,12.572,0
9.001,6.97,12937.48,5.539,302.128,252.215,14.56,53.629,23.677,10.642,0
5.661,0.655,12440.204,2.661,131.738,444.986,12.57,148.54,32.2,9.645,1
7.519,1.56,30710.64,7.044,272.258,306.875,10.824,209.085,22.499,8.753,1
7.49,1.886,19959.518,5.305,277.708,493.038,15.097,264.207,35.394,7.102,0
7.376,3.204,23572.966,5.62,274.795,246.854,13.438,212.305,20.896,7.142,1
6.605,2.057,20715.353,4.296,337.353,336.928,15.683,271.002,21.719,7.003,0
7.927,6.276,18551.033,6.586,326.082,314.864,7.566,162.861,28.434,11.678,1
5.54,3.547,25716.162,7.681,453.928,369.221,13.046,158.387,34.136,7.054,0
7.034,2.762,29884.753,4.285,220.994,570.161,10.425,208.869,21.466,6.385,0
6.536,4.208,6557.14,6.622,288.743,506.516,14.172,169.375,30.17,7.212,0
6.423,0.464,17270.437,6.644,283.295,347.438,3.745,251.738,27.915,8.331,1
7.529,4.062,17219.208,5.936,279.296,347.334,10.733,112.693,18.587,2.0,1
8.177,1.421,14709.698,8.454,157.487,511.238,14.941,237.448,22.895,8.108,0
6.757,5.526,23876.894,3.647,164.405,265.325,15.667,256.442,22.764,2.823,0
7.881,0.558,19169.77,4.257,265.55,407.686,12.363,210.08,17.017,10.05,1
7.15,4.409,30015.574,3.546,131.049,332.308,2.778,240.2,23.952,4.297,0
6.207,1.455,24651.732,6.55,236.593,384.397,15.386,154.294,23.464,5.954,1
