weather,visibility,road_type,lighting,traffic_density,speed_limit,time_of_day,accident_risk
Drizzle,8.957,Urban,Daylight,Medium,50,Afternoon,Medium
Rain,5.709,Highway,Dawn/Dusk,Low,40,Afternoon,Medium
Clear,2.921,Urban,Daylight,Medium,50,Morning,Medium
Clear,2.07,Rural,Dawn/Dusk,Very High,60,Evening,High
Clear,7.755,Urban,Daylight,High,80,Afternoon,Medium
Drizzle,5.786,Urban,Daylight,High,50,Afternoon,Medium
Rain,4.076,Rural,Daylight,Low,40,Afternoon,Low
Fog,7.355,Rural,Night-lit,Very High,60,Morning,High
Rain,3.399,Highway,Dawn/Dusk,Very High,60,Night,High
Rain,8.487,Intersection,Night-unlit,Medium,80,Morning,High
Storm,4.565,Highway,Night-lit,Medium,50,Night,High
Clear,3.635,Urban,Daylight,High,40,Evening,Medium
Drizzle,5.925,Urban,Night-unlit,High,60,Morning,Medium
Rain,7.675,Urban,Night-lit,Medium,60,Morning,Medium
Storm,4.293,Urban,Night-unlit,Medium,100,Morning,High
Clear,5.566,Urban,Dawn/Dusk,Medium,80,Evening,Medium
Drizzle,4.367,Intersection,Night-lit,Medium,30,Morning,Medium
Clear,3.785,Urban,Daylight,Medium,50,Night,Medium
Drizzle,6.602,Urban,Night-lit,High,30,Morning,Medium
Drizzle,4.211,Highway,Daylight,Medium,60,Afternoon,Medium
Clear,4.752,Urban,Dawn/Dusk,Medium,50,Morning,Medium
Drizzle,7.662,Highway,Dawn/Dusk,Very High,30,Night,High
Clear,7.217,Urban,Night-unlit,Medium,60,Evening,High
Drizzle,5.836,Urban,Daylight,Medium,60,Night,Medium
Clear,2.848,Urban,Night-unlit,High,40,Afternoon,Medium
Rain,4.58,Urban,Night-unlit,Medium,40,Evening,Medium
Drizzle,5.007,Highway,Daylight,High,60,Afternoon,Medium
Clear,3.627,Urban,Dawn/Dusk,Very High,60,Morning,Medium
Fog,7.818,Rural,Night-unlit,High,80,Morning,High
Clear,7.622,Urban,Daylight,Very High,100,Morning,High
Rain,5.29,Highway,Dawn/Dusk,Very High,60,Afternoon,High
Rain,5.3,Rural,Night-lit,Medium,50,Evening,Medium
Drizzle,2.173,Intersection,Night-lit,High,50,Evening,High
Clear,9.339,Rural,Night-lit,Medium,80,Night,Medium
Storm,4.847,Rural,Night-unlit,Low,60,Morning,Medium
Storm,6.668,Rural,Daylight,Low,40,Morning,Medium
Clear,8.965,Intersection,Daylight,High,60,Night,Medium
Fog,6.979,Highway,Night-lit,Very High,30,Evening,High
Clear,2.874,Rural,Night-lit,Medium,40,Evening,Medium
Clear,5.589,Urban,Night-lit,Low,60,Morning,Medium
Drizzle,4.547,Urban,Dawn/Dusk,High,30,Morning,Medium
Rain,6.183,Rural,Dawn/Dusk,High,50,Night,High
Rain,6.214,Highway,Daylight,High,50,Morning,Medium
Rain,5.421,Rural,Daylight,Medium,40,Afternoon,Medium
Clear,6.808,Intersection,Daylight,Medium,40,Morning,Medium
Fog,6.238,Rural,Dawn/Dusk,High,50,Evening,High
Drizzle,3.824,Urban,Dawn/Dusk,Low,100,Night,High
Drizzle,0.4,Urban,Night-lit,High,40,Evening,High
Clear,9.175,Intersection,Dawn/Dusk,Medium,60,Afternoon,Medium
Drizzle,7.216,Urban,Night-lit,Medium,80,Night,High
Clear,3.588,Urban,Night-unlit,High,50,Morning,Medium
Clear,6.109,Rural,Night-lit,High,80,Night,High
Rain,6.436,Rural,Daylight,Medium,50,Night,High
Clear,5.045,Highway,Night-lit,Medium,60,Morning,Medium
Storm,4.379,Intersection,Night-unlit,High,40,Night,High
Clear,2.285,Urban,Night-lit,Very High,80,Morning,High
Rain,4.312,Urban,Night-unlit,Very High,40,Morning,High
Clear,5.917,Highway,Night-lit,Medium,80,Afternoon,Medium
Drizzle,8.094,Highway,Dawn/Dusk,High,100,Evening,High
Drizzle,5.026,Highway,Night-lit,Very High,80,Night,High
Clear,6.028,Urban,Night-unlit,High,50,Evening,Medium
Storm,6.901,Highway,Dawn/Dusk,Low,60,Afternoon,Medium
Drizzle,7.412,Rural,Dawn/Dusk,Medium,60,Morning,Medium
Drizzle,3.72,Rural,Night-unlit,Very High,100,Afternoon,High
Storm,6.573,Urban,Dawn/Dusk,High,80,Evening,High
Clear,3.813,Urban,Daylight,High,30,Morning,Medium
Rain,4.2,Urban,Night-unlit,High,40,Night,High
Drizzle,3.051,Highway,Night-unlit,Medium,30,Night,High
Storm,8.105,Urban,Night-unlit,Medium,50,Morning,High
Clear,3.848,Highway,Daylight,Medium,50,Morning,Medium
Clear,6.296,Urban,Daylight,High,40,Night,Medium
Clear,3.716,Urban,Daylight,Medium,60,Night,Medium
Rain,6.4,Rural,Night-lit,High,50,Afternoon,Medium
Clear,6.125,Highway,Night-unlit,High,60,Morning,High
Drizzle,6.078,Rural,Daylight,Medium,100,Evening,Medium
Drizzle,5.497,Intersection,Night-lit,Medium,40,Morning,Medium
Clear,6.888,Highway,Dawn/Dusk,High,50,Morning,Medium
Clear,4.365,Highway,Daylight,Medium,40,Morning,Low
Clear,8.465,Urban,Night-lit,High,40,Afternoon,Medium
Fog,4.201,Highway,Dawn/Dusk,High,60,Night,High
Clear,4.456,Urban,Night-lit,Medium,60,Night,Medium
Drizzle,6.001,Rural,Night-unlit,High,40,Night,Medium
Clear,7.024,Highway,Daylight,Very High,60,Night,High
Clear,7.216,Highway,Night-lit,Medium,40,Morning,Medium
Clear,9.351,Rural,Daylight,High,50,Afternoon,Low
Rain,1.305,Urban,Dawn/Dusk,Medium,100,Night,High
Rain,0.647,Urban,Daylight,Low,60,Night,High
Rain,6.936,Urban,Daylight,Low,50,Morning,Low
Drizzle,5.325,Highway,Dawn/Dusk,High,40,Morning,Medium
Rain,3.551,Rural,Daylight,Low,30,Afternoon,Low
Fog,7.941,Highway,Daylight,High,50,Afternoon,High
Rain,3.211,Rural,Night-lit,Low,80,Evening,High
Rain,2.521,Highway,Daylight,Medium,100,Afternoon,High
Clear,3.338,Urban,Night-lit,Very High,60,Afternoon,High
Fog,3.534,Intersection,Daylight,Medium,50,Afternoon,Medium
Rain,6.876,Highway,Dawn/Dusk,High,30,Night,High
Clear,4.247,Urban,Night-lit,High,60,Afternoon,Medium
Fog,5.832,Urban,Night-lit,Medium,60,Evening,High
Rain,5.846,Highway,Daylight,Medium,80,Night,High
Clear,4.306,Urban,Daylight,Low,40,Morning,Low
Rain,6.293,Rural,Daylight,Very High,50,Morning,Medium
Rain,8.143,Rural,Daylight,High,50,Morning,Medium
Clear,4.185,Rural,Night-unlit,Low,60,Morning,Medium
Clear,6.843,Urban,Daylight,Medium,50,Morning,Low
Storm,6.836,Intersection,Daylight,Low,40,Afternoon,Medium
Rain,4.182,Highway,Dawn/Dusk,High,40,Morning,High
Clear,5.622,Rural,Night-unlit,Low,50,Morning,Low
Drizzle,3.752,Rural,Night-lit,High,50,Evening,Medium
Drizzle,1.566,Highway,Daylight,High,80,Afternoon,High
Rain,6.225,Intersection,Dawn/Dusk,Medium,50,Evening,Medium
Rain,4.813,Urban,Daylight,Medium,50,Evening,Medium
Storm,6.337,Highway,Daylight,High,60,Afternoon,Medium
Drizzle,5.914,Rural,Night-lit,Very High,80,Night,High
Fog,6.514,Highway,Daylight,Medium,80,Night,High
Rain,4.619,Highway,Daylight,High,60,Afternoon,Medium
Fog,2.977,Intersection,Night-unlit,High,40,Evening,High
Drizzle,4.63,Rural,Dawn/Dusk,Medium,80,Evening,Medium
Fog,4.0,Intersection,Night-unlit,Low,50,Morning,High
Drizzle,6.926,Highway,Dawn/Dusk,Medium,30,Morning,Medium
Clear,5.074,Rural,Daylight,Medium,40,Evening,Low
Clear,6.535,Rural,Daylight,Low,100,Night,Medium
Rain,3.306,Rural,Daylight,Medium,60,Night,Medium
Clear,6.574,Urban,Night-unlit,Medium,80,Night,High
Rain,10.0,Urban,Daylight,Very High,30,Evening,Medium
Drizzle,5.497,Rural,Night-lit,High,80,Morning,Low
Clear,3.701,Urban,Night-lit,High,80,Morning,High
Drizzle,7.317,Highway,Night-lit,High,80,Night,High
Clear,6.134,Intersection,Night-unlit,Very High,50,Afternoon,High
Drizzle,2.96,Highway,Night-lit,High,40,Morning,Medium
Drizzle,5.949,Highway,Night-unlit,High,100,Afternoon,High
Drizzle,4.133,Intersection,Night-lit,Very High,60,Afternoon,Medium
Clear,5.93,Highway,Daylight,Medium,60,Morning,Medium
Rain,8.157,Urban,Dawn/Dusk,Low,60,Night,Medium
Clear,7.973,Intersection,Night-lit,High,80,Evening,High
Rain,4.384,Urban,Dawn/Dusk,High,30,Night,High
Clear,7.13,Urban,Daylight,Low,60,Afternoon,Low
Clear,4.285,Urban,Daylight,Low,50,Evening,Low
Rain,6.707,Rural,Dawn/Dusk,Low,80,Evening,High
Fog,6.46,Intersection,Night-unlit,Medium,40,Night,High
Clear,2.786,Highway,Daylight,Low,60,Night,Medium
Rain,6.74,Highway,Night-unlit,High,50,Night,High
Fog,2.98,Highway,Night-lit,High,60,Evening,High
Drizzle,7.224,Highway,Night-unlit,Medium,30,Night,High
Rain,6.595,Highway,Night-unlit,Low,50,Night,High
Clear,4.912,Urban,Daylight,High,30,Morning,Medium
Rain,4.588,Highway,Daylight,Low,50,Afternoon,Medium
Clear,7.466,Intersection,Daylight,High,60,Night,Medium
Rain,7.821,Urban,Night-lit,Medium,60,Morning,Medium
Drizzle,8.463,Highway,Night-lit,High,80,Night,High
Clear,3.277,Rural,Dawn/Dusk,Low,50,Morning,Medium
Clear,6.228,Rural,Daylight,Low,80,Night,Low
Rain,5.736,Highway,Daylight,High,100,Afternoon,High
Drizzle,8.368,Urban,Night-unlit,Very High,60,Night,High
Fog,5.583,Urban,Night-lit,Very High,60,Afternoon,High
Rain,2.022,Urban,Night-lit,Very High,100,Night,High
Rain,1.31,Highway,Dawn/Dusk,High,80,Morning,High
Drizzle,3.945,Highway,Daylight,Low,100,Morning,Medium
Clear,7.587,Rural,Night-lit,High,40,Afternoon,Medium
Fog,5.135,Rural,Night-unlit,High,50,Morning,High
Fog,4.727,Highway,Dawn/Dusk,Medium,80,Afternoon,High
Rain,5.63,Intersection,Daylight,Low,30,Morning,Low
Rain,3.241,Urban,Night-lit,Medium,50,Afternoon,Medium
Drizzle,4.359,Rural,Night-lit,Medium,40,Night,High
Drizzle,6.633,Rural,Night-lit,High,60,Night,High
Storm,7.022,Intersection,Daylight,Medium,80,Afternoon,High
Storm,5.888,Highway,Night-lit,Medium,30,Morning,Medium
Clear,6.161,Urban,Night-unlit,High,60,Afternoon,Medium
Clear,3.803,Rural,Daylight,Medium,50,Afternoon,Low
Rain,1.618,Urban,Night-unlit,Low,40,Afternoon,High
Clear,4.894,Rural,Night-lit,Medium,40,Evening,Medium
Rain,3.58,Urban,Night-lit,Medium,40,Afternoon,Medium
Clear,6.278,Rural,Night-lit,Very High,50,Night,Medium
Clear,7.071,Intersection,Daylight,Medium,40,Morning,Low
Rain,3.423,Intersection,Daylight,High,40,Morning,Medium
Storm,4.346,Highway,Daylight,Very High,30,Morning,High
Clear,7.806,Intersection,Daylight,Medium,80,Evening,Medium
Drizzle,3.316,Highway,Night-lit,Medium,60,Morning,High
Fog,2.853,Highway,Night-unlit,High,80,Afternoon,High
Drizzle,4.018,Urban,Daylight,High,30,Morning,Medium
Clear,2.95,Rural,Daylight,Low,60,Night,Medium
Fog,5.395,Highway,Dawn/Dusk,Medium,50,Night,High
Rain,7.518,Urban,Daylight,Medium,50,Morning,Medium
Storm,5.016,Rural,Night-unlit,Low,40,Night,Medium
Clear,4.066,Urban,Night-lit,High,100,Evening,High
Drizzle,6.18,Rural,Night-lit,Medium,50,Night,Medium
Drizzle,6.53,Highway,Night-lit,Very High,40,Evening,High
Drizzle,5.511,Highway,Night-lit,Low,40,Night,Medium
Drizzle,2.659,Rural,Daylight,Very High,60,Afternoon,High
Rain,5.397,Highway,Night-lit,Low,100,Afternoon,High
Fog,7.104,Urban,Dawn/Dusk,High,50,Morning,High
Rain,7.441,Urban,Night-lit,Low,80,Evening,High
Drizzle,7.028,Urban,Night-unlit,Very High,60,Morning,High
Fog,5.703,Urban,Daylight,Very High,80,Afternoon,High
Rain,3.183,Intersection,Night-lit,Low,60,Evening,High
Rain,3.66,Intersection,Dawn/Dusk,High,60,Morning,High
Rain,4.499,Highway,Daylight,Very High,40,Afternoon,Medium
Clear,1.367,Rural,Dawn/Dusk,Medium,50,Night,High
Clear,7.25,Intersection,Daylight,Medium,50,Afternoon,Medium
Clear,3.926,Urban,Daylight,High,80,Morning,Medium
Clear,8.143,Urban,Night-unlit,Medium,30,Afternoon,Medium
Drizzle,5.039,Highway,Night-lit,High,100,Afternoon,High
Storm,4.843,Urban,Daylight,Medium,100,Morning,High
Drizzle,4.849,Urban,Night-lit,Medium,80,Evening,Medium
Storm,0.966,Urban,Night-lit,High,50,Night,High
Clear,2.607,Highway,Daylight,High,100,Afternoon,High
Drizzle,4.439,Urban,Daylight,High,60,Night,High
Clear,8.942,Urban,Night-unlit,Medium,60,Afternoon,Medium
Clear,5.835,Urban,Night-unlit,Medium,80,Evening,High
Clear,5.216,Highway,Daylight,Very High,30,Morning,Medium
Clear,1.937,Urban,Night-lit,Very High,80,Morning,High
Clear,3.511,Highway,Dawn/Dusk,High,40,Evening,Medium
Rain,4.986,Urban,Daylight,High,100,Afternoon,Medium
Drizzle,2.229,Urban,Daylight,Medium,50,Evening,High
Clear,6.581,Intersection,Daylight,Medium,40,Morning,Medium
Rain,5.799,Intersection,Dawn/Dusk,Very High,40,Afternoon,High
Clear,7.009,Highway,Night-unlit,High,50,Night,High
Drizzle,4.286,Urban,Daylight,Medium,30,Evening,Medium
Clear,10.0,Highway,Night-unlit,Very High,50,Night,High
Clear,9.313,Urban,Night-lit,Medium,60,Afternoon,Medium
Clear,3.688,Urban,Night-unlit,Low,40,Night,Medium
Clear,6.783,Urban,Dawn/Dusk,Medium,50,Evening,Medium
Drizzle,4.089,Rural,Night-lit,High,50,Morning,Medium
Clear,2.981,Urban,Night-lit,High,40,Morning,Medium
Clear,4.283,Rural,Night-lit,High,100,Night,High
Rain,3.866,Highway,Night-unlit,Low,40,Evening,High
Clear,5.571,Rural,Night-unlit,Very High,60,Afternoon,Medium
Fog,6.113,Urban,Dawn/Dusk,High,50,Night,Medium
Clear,3.58,Urban,Dawn/Dusk,Medium,80,Evening,Medium
Drizzle,3.401,Urban,Dawn/Dusk,Low,50,Evening,Medium
Clear,6.875,Intersection,Night-unlit,High,40,Morning,Medium
Clear,5.565,Urban,Daylight,Very High,80,Morning,High
Clear,9.114,Rural,Daylight,High,40,Night,Medium
Drizzle,6.327,Highway,Daylight,Medium,60,Night,Medium
Drizzle,0.693,Highway,Dawn/Dusk,Medium,60,Afternoon,High
Rain,9.385,Highway,Night-lit,High,80,Morning,High
Drizzle,5.442,Urban,Night-lit,High,30,Evening,Medium
Clear,5.07,Highway,Daylight,Low,50,Afternoon,Low
Drizzle,6.109,Highway,Daylight,High,80,Morning,Medium
Clear,2.268,Highway,Dawn/Dusk,Medium,80,Night,High
Rain,4.253,Highway,Daylight,High,100,Morning,High
Clear,2.081,Highway,Dawn/Dusk,Medium,50,Night,High
Storm,2.637,Highway,Night-lit,Medium,50,Night,High
Rain,8.011,Highway,Daylight,Very High,60,Night,High
Rain,4.328,Highway,Daylight,Very High,60,Afternoon,Medium
Rain,7.676,Urban,Daylight,Very High,60,Evening,High
Clear,3.642,Intersection,Dawn/Dusk,Medium,80,Morning,Medium
Storm,8.804,Highway,Daylight,Medium,100,Afternoon,High
Clear,6.123,Intersection,Night-unlit,Very High,30,Morning,High
Clear,2.803,Highway,Daylight,Very High,50,Afternoon,Medium
Rain,1.9,Urban,Dawn/Dusk,Medium,60,Evening,High
Fog,6.831,Intersection,Dawn/Dusk,Low,40,Afternoon,Medium
Rain,4.955,Rural,Daylight,Medium,40,Night,Medium
Drizzle,5.254,Intersection,Night-lit,Very High,60,Morning,High
Clear,6.818,Urban,Night-lit,Medium,80,Morning,Medium
Drizzle,6.143,Intersection,Dawn/Dusk,Low,50,Night,Medium
Drizzle,6.085,Highway,Dawn/Dusk,High,30,Morning,Medium
Clear,3.853,Urban,Night-lit,High,60,Evening,High
Fog,6.195,Highway,Daylight,Very High,60,Morning,High
Rain,6.019,Rural,Daylight,Very High,50,Afternoon,Medium
Clear,6.569,Rural,Daylight,Low,80,Morning,Low
Rain,5.421,Rural,Dawn/Dusk,Medium,60,Afternoon,Medium
Fog,3.832,Intersection,Daylight,Medium,100,Morning,High
Clear,7.322,Urban,Dawn/Dusk,Medium,40,Night,Medium
Clear,7.048,Rural,Night-lit,High,50,Morning,Medium
Storm,6.339,Urban,Night-lit,Medium,80,Morning,High
Rain,7.95,Urban,Night-unlit,Very High,40,Morning,High
Drizzle,6.427,Highway,Night-unlit,Medium,40,Morning,Medium
Clear,5.377,Rural,Night-lit,High,30,Afternoon,Medium
Clear,3.879,Intersection,Dawn/Dusk,Medium,60,Evening,Medium
Drizzle,5.29,Intersection,Night-lit,Very High,40,Night,High
Rain,6.324,Rural,Daylight,Low,100,Morning,Medium
Fog,3.028,Urban,Dawn/Dusk,Very High,80,Night,High
Clear,3.738,Intersection,Daylight,Low,100,Night,Medium
Rain,4.484,Urban,Night-unlit,Very High,100,Evening,High
Clear,8.568,Urban,Night-lit,High,50,Night,Medium
Rain,5.643,Highway,Night-unlit,Medium,50,Morning,Medium
Drizzle,5.921,Rural,Daylight,High,50,Morning,Medium
Fog,7.471,Urban,Daylight,Very High,60,Morning,Medium
Rain,6.436,Urban,Night-lit,Medium,30,Night,Medium
Clear,4.418,Highway,Daylight,Medium,60,Afternoon,Low
Storm,6.178,Highway,Dawn/Dusk,High,50,Morning,High
Rain,6.143,Urban,Dawn/Dusk,Medium,50,Night,Medium
Clear,6.628,Urban,Night-unlit,Low,30,Morning,Medium
Drizzle,6.244,Rural,Daylight,Medium,50,Evening,Medium
Fog,8.741,Highway,Daylight,Low,80,Morning,Medium
Clear,4.725,Urban,Night-lit,Low,80,Evening,Medium
Clear,6.521,Highway,Daylight,Low,60,Night,Medium
Clear,4.828,Highway,Night-unlit,Medium,80,Morning,Medium
Drizzle,5.133,Urban,Daylight,High,60,Afternoon,Medium
Clear,5.957,Highway,Daylight,Low,60,Morning,Medium
Drizzle,8.334,Highway,Daylight,High,60,Evening,Medium
Clear,6.058,Highway,Night-lit,Low,30,Night,Medium
Fog,3.363,Intersection,Daylight,Low,80,Morning,High
Drizzle,8.283,Highway,Daylight,High,40,Morning,Medium
Rain,4.005,Urban,Night-unlit,Medium,40,Evening,High
Clear,6.001,Urban,Night-unlit,Low,30,Afternoon,Low
Drizzle,3.476,Highway,Daylight,High,60,Morning,High
Clear,3.434,Rural,Daylight,High,100,Morning,Medium
Clear,2.516,Highway,Night-unlit,High,40,Afternoon,High
Clear,3.403,Rural,Dawn/Dusk,Very High,30,Afternoon,Medium
Rain,2.835,Intersection,Night-lit,Low,40,Morning,Medium
Drizzle,3.895,Intersection,Dawn/Dusk,Very High,80,Afternoon,High
Drizzle,3.649,Urban,Night-lit,Very High,60,Morning,High
Clear,7.255,Urban,Night-lit,Very High,40,Night,Medium
Clear,3.875,Intersection,Night-lit,Medium,50,Morning,Medium
Clear,4.943,Urban,Daylight,Medium,40,Morning,Low
Clear,9.029,Highway,Night-lit,Low,40,Evening,Medium
Storm,7.908,Intersection,Night-unlit,Very High,30,Night,High
Rain,9.802,Intersection,Dawn/Dusk,Medium,60,Night,High
Drizzle,6.563,Highway,Dawn/Dusk,High,80,Morning,High
Rain,1.228,Rural,Night-unlit,High,80,Morning,High
Fog,2.55,Highway,Night-unlit,Very High,100,Evening,High
Rain,8.194,Rural,Night-lit,Medium,40,Evening,Medium
Clear,4.255,Rural,Daylight,Medium,60,Evening,Medium
Storm,7.469,Highway,Daylight,High,80,Morning,High
Clear,8.373,Urban,Dawn/Dusk,Very High,40,Morning,Medium
Clear,6.407,Intersection,Dawn/Dusk,Medium,100,Morning,High
Fog,5.978,Intersection,Night-lit,Medium,60,Morning,High
Storm,5.055,Urban,Daylight,High,80,Morning,High
Storm,4.73,Highway,Night-lit,Medium,80,Morning,High
Clear,6.074,Highway,Daylight,Low,40,Evening,Low
Drizzle,6.665,Rural,Daylight,Medium,100,Night,Medium
Clear,3.052,Urban,Daylight,Medium,40,Evening,Medium
Fog,4.229,Highway,Night-unlit,Low,50,Night,High
Rain,8.261,Urban,Daylight,High,60,Evening,High
Clear,3.333,Urban,Night-unlit,Low,80,Afternoon,Medium
Clear,8.93,Highway,Daylight,High,40,Night,Medium
Clear,5.098,Highway,Night-lit,Medium,40,Night,Medium
Fog,4.96,Urban,Night-unlit,Medium,40,Afternoon,High
Drizzle,1.875,Highway,Dawn/Dusk,Very High,50,Night,High
Clear,10.0,Intersection,Daylight,Medium,50,Morning,Low
Fog,3.206,Intersection,Dawn/Dusk,High,40,Afternoon,High
Rain,3.246,Rural,Dawn/Dusk,High,60,Night,High
Fog,4.603,Highway,Daylight,High,30,Evening,Medium
Drizzle,5.918,Intersection,Daylight,Medium,40,Night,Medium
Rain,5.947,Rural,Daylight,Very High,40,Evening,Medium
Drizzle,7.05,Highway,Dawn/Dusk,Low,60,Morning,Medium
Fog,3.288,Intersection,Daylight,Low,40,Night,Medium
Rain,4.597,Highway,Daylight,Medium,80,Night,High
Rain,7.724,Highway,Night-lit,High,40,Morning,Medium
Clear,7.1,Urban,Daylight,Medium,60,Afternoon,Medium
Clear,9.79,Rural,Daylight,Medium,40,Night,Low
Clear,3.535,Urban,Daylight,High,40,Afternoon,Medium
Fog,7.44,Highway,Daylight,Very High,40,Afternoon,High
Rain,5.832,Urban,Daylight,High,60,Morning,High
Rain,9.343,Highway,Dawn/Dusk,Medium,80,Afternoon,High
Clear,2.527,Urban,Night-unlit,Medium,60,Afternoon,Medium
Clear,6.527,Rural,Daylight,Low,80,Morning,Low
Drizzle,4.854,Urban,Daylight,High,40,Evening,Medium
Fog,6.956,Rural,Daylight,Medium,50,Morning,Medium
Clear,7.051,Urban,Dawn/Dusk,High,50,Evening,Medium
Storm,5.083,Intersection,Daylight,Low,50,Evening,Medium
Clear,4.21,Highway,Dawn/Dusk,Low,50,Evening,Medium
Storm,4.394,Highway,Dawn/Dusk,Low,50,Morning,Medium
Fog,4.34,Rural,Daylight,High,30,Afternoon,Medium
Clear,5.755,Intersection,Daylight,Low,100,Afternoon,Medium
Clear,2.011,Intersection,Dawn/Dusk,Medium,80,Morning,High
Clear,5.817,Intersection,Daylight,Medium,80,Evening,Medium
Clear,7.404,Urban,Night-unlit,Very High,40,Night,High
Rain,5.785,Highway,Daylight,Very High,30,Evening,Medium
Storm,5.491,Highway,Dawn/Dusk,High,40,Afternoon,High
Drizzle,5.236,Rural,Daylight,Medium,60,Afternoon,Medium
Rain,5.018,Highway,Daylight,Very High,60,Evening,High
Clear,4.528,Urban,Night-lit,High,80,Evening,High
Clear,5.93,Rural,Daylight,Very High,50,Night,Medium
Drizzle,7.666,Highway,Daylight,High,50,Night,Medium
Drizzle,5.756,Rural,Daylight,Medium,40,Night,Medium
Rain,4.858,Rural,Daylight,Medium,50,Morning,Medium
Drizzle,6.751,Urban,Daylight,High,40,Afternoon,Medium
Clear,4.987,Urban,Night-unlit,Very High,80,Afternoon,High
Rain,5.058,Highway,Dawn/Dusk,Medium,40,Afternoon,Medium
Rain,5.607,Intersection,Night-unlit,Medium,80,Evening,High
Drizzle,7.161,Rural,Dawn/Dusk,Very High,60,Morning,Medium
Fog,6.949,Highway,Night-lit,Medium,30,Evening,Medium
Rain,10.0,Rural,Dawn/Dusk,Very High,80,Morning,High
Rain,5.705,Intersection,Night-unlit,Low,50,Night,High
Storm,3.954,Rural,Night-lit,Medium,80,Evening,High
Drizzle,8.608,Urban,Daylight,Low,30,Evening,Low
Drizzle,6.72,Rural,Dawn/Dusk,Medium,60,Evening,Medium
Clear,6.123,Urban,Night-unlit,High,40,Morning,Medium
Clear,10.0,Highway,Night-unlit,Medium,40,Morning,Medium
Rain,5.44,Urban,Night-lit,Medium,40,Morning,Medium
Drizzle,5.796,Highway,Daylight,High,50,Night,Medium
Drizzle,5.475,Urban,Night-lit,Medium,30,Evening,Medium
Drizzle,6.367,Highway,Dawn/Dusk,Low,60,Morning,Medium
Fog,6.495,Highway,Dawn/Dusk,Medium,60,Afternoon,High
Clear,3.36,Urban,Night-lit,Medium,30,Evening,Medium
Drizzle,5.966,Urban,Night-unlit,Very High,30,Afternoon,Medium
Clear,6.004,Rural,Dawn/Dusk,High,50,Morning,Medium
Fog,5.268,Highway,Night-lit,High,30,Afternoon,High
Drizzle,6.745,Intersection,Night-lit,Low,80,Afternoon,Medium
Rain,5.292,Intersection,Night-unlit,Medium,50,Night,High
Storm,5.096,Rural,Daylight,Medium,60,Morning,Medium
Drizzle,3.132,Urban,Daylight,Medium,40,Afternoon,Medium
Clear,5.936,Urban,Daylight,Low,80,Evening,Medium
Clear,5.606,Intersection,Night-unlit,Low,50,Afternoon,Medium
Clear,4.642,Urban,Night-lit,Medium,100,Morning,Medium
Rain,0.4,Urban,Night-unlit,High,60,Afternoon,High
Clear,2.749,Highway,Daylight,Medium,80,Evening,Medium
Rain,5.382,Highway,Night-lit,Very High,50,Afternoon,High
Clear,8.051,Rural,Dawn/Dusk,Low,50,Evening,Medium
Clear,7.582,Highway,Night-lit,Low,40,Afternoon,Medium
Clear,5.676,Urban,Night-lit,High,60,Night,High
Clear,0.742,Urban,Dawn/Dusk,High,80,Afternoon,High
Drizzle,8.019,Intersection,Daylight,Medium,60,Night,Medium
Drizzle,10.0,Highway,Night-unlit,Low,50,Morning,Medium
Clear,7.541,Intersection,Daylight,High,40,Night,Medium
Clear,7.576,Highway,Night-lit,High,60,Evening,Medium
Fog,4.883,Intersection,Daylight,Medium,60,Morning,High
Clear,4.363,Urban,Daylight,Very High,60,Morning,Medium
Clear,6.703,Rural,Night-lit,Medium,50,Morning,Medium
Rain,5.586,Rural,Dawn/Dusk,Low,30,Evening,Medium
Rain,8.285,Rural,Daylight,Medium,80,Morning,High
Storm,4.164,Urban,Daylight,High,80,Morning,High
Fog,4.471,Highway,Night-lit,Medium,80,Morning,High
Clear,5.251,Highway,Night-lit,Low,30,Afternoon,Low
Rain,5.86,Intersection,Daylight,High,60,Morning,Medium
Clear,6.758,Highway,Dawn/Dusk,Very High,40,Night,Medium
Storm,4.424,Urban,Daylight,Medium,100,Afternoon,High
Storm,3.401,Highway,Night-lit,Medium,60,Morning,High
Clear,3.396,Urban,Night-unlit,High,100,Night,High
Rain,3.119,Intersection,Night-lit,Very High,50,Evening,High
Drizzle,4.715,Urban,Night-lit,Medium,50,Night,Medium
Drizzle,4.206,Highway,Daylight,High,80,Morning,High
Clear,5.115,Intersection,Daylight,Medium,80,Afternoon,Medium
Clear,4.01,Rural,Night-unlit,Medium,50,Evening,Medium
Rain,6.911,Highway,Daylight,Medium,80,Afternoon,High
Rain,2.494,Urban,Night-lit,Very High,40,Morning,High
Clear,6.146,Urban,Daylight,Medium,50,Afternoon,Low
Clear,2.351,Intersection,Night-lit,High,30,Afternoon,Medium
Clear,6.959,Intersection,Night-lit,Very High,80,Evening,High
Drizzle,6.133,Highway,Night-lit,High,40,Afternoon,Medium
Fog,4.423,Urban,Night-unlit,Medium,40,Morning,High
Drizzle,4.907,Urban,Night-lit,Medium,50,Morning,Medium
Rain,7.327,Highway,Night-unlit,Low,80,Evening,High
Storm,6.381,Rural,Night-unlit,Low,80,Morning,High
Fog,1.969,Urban,Dawn/Dusk,Low,50,Evening,High
Storm,0.4,Intersection,Night-lit,Medium,50,Morning,High
Rain,3.958,Urban,Daylight,Medium,100,Night,High
Drizzle,5.165,Urban,Night-lit,Low,60,Night,Medium
